FIPS,State,County,Unin_children,Per_Unin_children
40061,Oklahoma,Haskell,300,10
40063,Oklahoma,Hughes,280,9
40065,Oklahoma,Jackson,496,8
40067,Oklahoma,Jefferson,153,10
40069,Oklahoma,Johnston,276,10
40071,Oklahoma,Kay,943,8
40073,Oklahoma,Kingfisher,489,11
40075,Oklahoma,Kiowa,188,9
40077,Oklahoma,Latimer,202,9
40079,Oklahoma,Le Flore,1146,9
40081,Oklahoma,Lincoln,794,9
40083,Oklahoma,Logan,929,8
40085,Oklahoma,Love,287,11
40087,Oklahoma,McClain,976,9
40089,Oklahoma,McCurtain,879,10
40091,Oklahoma,McIntosh,469,11
40093,Oklahoma,Major,229,11
40095,Oklahoma,Marshall,456,11
40097,Oklahoma,Mayes,963,10
40099,Oklahoma,Murray,299,9
40101,Oklahoma,Muskogee,1524,9
40103,Oklahoma,Noble,220,8
40105,Oklahoma,Nowata,222,9
40107,Oklahoma,Okfuskee,237,8
40109,Oklahoma,Oklahoma,15801,8
40111,Oklahoma,Okmulgee,722,8
40113,Oklahoma,Osage,1022,10
40115,Oklahoma,Ottawa,780,10
40117,Oklahoma,Pawnee,364,9
40119,Oklahoma,Payne,1450,9
40121,Oklahoma,Pittsburg,857,9
40123,Oklahoma,Pontotoc,879,9
40125,Oklahoma,Pottawatomie,1316,7
40127,Oklahoma,Pushmataha,260,10
40129,Oklahoma,Roger Mills,133,14
40131,Oklahoma,Rogers,1820,8
40133,Oklahoma,Seminole,615,10
40135,Oklahoma,Sequoyah,1000,10
40137,Oklahoma,Stephens,892,9
40139,Oklahoma,Texas,702,12
40141,Oklahoma,Tillman,161,9
40143,Oklahoma,Tulsa,12865,8
40145,Oklahoma,Wagoner,1733,8
40147,Oklahoma,Washington,1198,9
40149,Oklahoma,Washita,309,11
40151,Oklahoma,Woods,154,8
40153,Oklahoma,Woodward,469,9
41000,Oregon,,30334,3
41001,Oregon,Baker,117,4
41003,Oregon,Benton,439,3
41005,Oregon,Clackamas,2640,3
41007,Oregon,Clatsop,270,3
41009,Oregon,Columbia,327,3
41011,Oregon,Coos,414,3
41013,Oregon,Crook,207,4
41015,Oregon,Curry,131,4
41017,Oregon,Deschutes,1277,3
41019,Oregon,Douglas,654,3
41021,Oregon,Gilliam,14,4
41023,Oregon,Grant,54,4
41025,Oregon,Harney,53,4
41027,Oregon,Hood River,329,6
41029,Oregon,Jackson,1534,3
41031,Oregon,Jefferson,249,4
41033,Oregon,Josephine,556,3
41035,Oregon,Klamath,589,4
41037,Oregon,Lake,62,4
41039,Oregon,Lane,2400,3
41041,Oregon,Lincoln,354,4
41043,Oregon,Linn,991,3
41045,Oregon,Malheur,323,4
41047,Oregon,Marion,3276,4
41049,Oregon,Morrow,158,5
41051,Oregon,Multnomah,5098,3
41053,Oregon,Polk,784,4
41055,Oregon,Sherman,12,4
41057,Oregon,Tillamook,214,4
41059,Oregon,Umatilla,755,4
41061,Oregon,Union,234,4
41063,Oregon,Wallowa,63,5
41065,Oregon,Wasco,258,4
41067,Oregon,Washington,4576,3
41069,Oregon,Wheeler,14,7
41071,Oregon,Yamhill,908,4
42000,Pennsylvania,,120358,4
42001,Pennsylvania,Adams,1032,5
42003,Pennsylvania,Allegheny,6695,3
42005,Pennsylvania,Armstrong,550,4
42007,Pennsylvania,Beaver,1087,3
42009,Pennsylvania,Bedford,459,5
42011,Pennsylvania,Berks,4302,4
42013,Pennsylvania,Blair,999,4
42015,Pennsylvania,Bradford,628,5
42017,Pennsylvania,Bucks,4063,3
42019,Pennsylvania,Butler,1005,3
42021,Pennsylvania,Cambria,796,3
42023,Pennsylvania,Cameron,32,4
42025,Pennsylvania,Carbon,527,4
42027,Pennsylvania,Centre,1402,5
42029,Pennsylvania,Chester,5484,4
42031,Pennsylvania,Clarion,473,6
42033,Pennsylvania,Clearfield,615,4
42035,Pennsylvania,Clinton,417,5
42037,Pennsylvania,Columbia,483,4
42039,Pennsylvania,Crawford,1204,7
42041,Pennsylvania,Cumberland,2463,5
42043,Pennsylvania,Dauphin,2978,5
42045,Pennsylvania,Delaware,4004,3
42047,Pennsylvania,Elk,218,4
42049,Pennsylvania,Erie,2200,4
42051,Pennsylvania,Fayette,914,4
42053,Pennsylvania,Forest,32,5
42055,Pennsylvania,Franklin,2230,6
42057,Pennsylvania,Fulton,163,5
42059,Pennsylvania,Greene,328,4
42061,Pennsylvania,Huntingdon,326,4
42063,Pennsylvania,Indiana,1029,7
42065,Pennsylvania,Jefferson,505,5
42067,Pennsylvania,Juniata,326,6
42069,Pennsylvania,Lackawanna,1661,4
42071,Pennsylvania,Lancaster,17587,13
42073,Pennsylvania,Lawrence,718,4
42075,Pennsylvania,Lebanon,1757,5
42077,Pennsylvania,Lehigh,3759,4
42079,Pennsylvania,Luzerne,2617,4
42081,Pennsylvania,Lycoming,992,4
42083,Pennsylvania,McKean,299,4
42085,Pennsylvania,Mercer,953,4
42087,Pennsylvania,Mifflin,683,6
42089,Pennsylvania,Monroe,1732,5
42091,Pennsylvania,Montgomery,5901,3
42093,Pennsylvania,Montour,146,4
42095,Pennsylvania,Northampton,2276,4
42097,Pennsylvania,Northumberland,901,5
42099,Pennsylvania,Perry,792,8
42101,Pennsylvania,Philadelphia,13533,4
42103,Pennsylvania,Pike,519,5
42105,Pennsylvania,Potter,180,5
42107,Pennsylvania,Schuylkill,1277,4
42109,Pennsylvania,Snyder,682,8
42111,Pennsylvania,Somerset,831,6
42113,Pennsylvania,Sullivan,48,7
42115,Pennsylvania,Susquehanna,396,5
42117,Pennsylvania,Tioga,409,5
42119,Pennsylvania,Union,616,7
42121,Pennsylvania,Venango,495,5
42123,Pennsylvania,Warren,279,4
42125,Pennsylvania,Washington,1311,3
42127,Pennsylvania,Wayne,483,5
42129,Pennsylvania,Westmoreland,1880,3
42131,Pennsylvania,Wyoming,223,4
42133,Pennsylvania,York,4453,4
44000,Rhode Island,,4468,2
44001,Rhode Island,Bristol,159,2
44003,Rhode Island,Kent,596,2
44005,Rhode Island,Newport,295,2
44007,Rhode Island,Providence,3052,2
44009,Rhode Island,Washington,366,2
45000,South Carolina,,54575,5
45001,South Carolina,Abbeville,239,5
45003,South Carolina,Aiken,1829,5
45005,South Carolina,Allendale,51,3
45007,South Carolina,Anderson,2172,5
45009,South Carolina,Bamberg,129,5
45011,South Carolina,Barnwell,215,4
45013,South Carolina,Beaufort,2864,8
45015,South Carolina,Berkeley,2619,5
45017,South Carolina,Calhoun,150,5
45019,South Carolina,Charleston,3771,5
45021,South Carolina,Cherokee,541,4
45023,South Carolina,Chester,297,4
45025,South Carolina,Chesterfield,492,5
45027,South Carolina,Clarendon,314,5
45029,South Carolina,Colleton,389,5
45031,South Carolina,Darlington,607,4
45033,South Carolina,Dillon,316,4
45035,South Carolina,Dorchester,1842,5
45037,South Carolina,Edgefield,268,5
45039,South Carolina,Fairfield,173,4
45041,South Carolina,Florence,1388,4
45043,South Carolina,Georgetown,604,5
45045,South Carolina,Greenville,6752,5
45047,South Carolina,Greenwood,750,5
45049,South Carolina,Hampton,166,4
45051,South Carolina,Horry,3493,5
45053,South Carolina,Jasper,409,7
45055,South Carolina,Kershaw,684,4
45057,South Carolina,Lancaster,1080,5
45059,South Carolina,Laurens,688,5
45061,South Carolina,Lee,130,4
45063,South Carolina,Lexington,3042,4
45065,South Carolina,McCormick,54,5
45067,South Carolina,Marion,301,4
45069,South Carolina,Marlboro,206,4
45071,South Carolina,Newberry,485,6
45073,South Carolina,Oconee,851,5
45075,South Carolina,Orangeburg,779,4
45077,South Carolina,Pickens,1276,5
45079,South Carolina,Richland,3728,4
45081,South Carolina,Saluda,331,7
45083,South Carolina,Spartanburg,4030,5
45085,South Carolina,Sumter,1084,4
45087,South Carolina,Union,232,4
45089,South Carolina,Williamsburg,250,4
45091,South Carolina,York,2504,4
46000,South Dakota,,13134,6
46003,South Dakota,Aurora,73,11
46005,South Dakota,Beadle,413,8
46007,South Dakota,Bennett,96,8
46009,South Dakota,Bon Homme,101,7
46011,South Dakota,Brookings,354,5
46013,South Dakota,Brown,537,6
46015,South Dakota,Brule,154,11
46017,South Dakota,Buffalo,41,5
46019,South Dakota,Butte,173,7
46021,South Dakota,Campbell,23,10
46023,South Dakota,Charles Mix,267,10
46025,South Dakota,Clark,86,9
46027,South Dakota,Clay,125,5
46029,South Dakota,Codington,311,4
46031,South Dakota,Corson,143,10
46033,South Dakota,Custer,92,7
46035,South Dakota,Davison,241,5
46037,South Dakota,Day,124,10
46039,South Dakota,Deuel,80,7
46041,South Dakota,Dewey,166,8
46043,South Dakota,Douglas,85,11
46045,South Dakota,Edmunds,78,8
46047,South Dakota,Fall River,67,6
46049,South Dakota,Faulk,43,7
46051,South Dakota,Grant,117,7
46053,South Dakota,Gregory,98,10
46055,South Dakota,Haakon,41,9
46057,South Dakota,Hamlin,123,6
46059,South Dakota,Hand,73,10
46061,South Dakota,Hanson,77,7
46063,South Dakota,Harding,20,7
46065,South Dakota,Hughes,235,5
46067,South Dakota,Hutchinson,152,8
46069,South Dakota,Hyde,25,9
46071,South Dakota,Jackson,121,11
46073,South Dakota,Jerauld,52,11
46075,South Dakota,Jones,20,10
46077,South Dakota,Kingsbury,85,7
46079,South Dakota,Lake,135,5
46081,South Dakota,Lawrence,234,5
46083,South Dakota,Lincoln,615,4
46085,South Dakota,Lyman,104,9
46087,South Dakota,McCook,117,7
46089,South Dakota,McPherson,55,9
46091,South Dakota,Marshall,124,10
46093,South Dakota,Meade,337,5
46095,South Dakota,Mellette,50,8
46097,South Dakota,Miner,43,8
46099,South Dakota,Minnehaha,2390,5
46101,South Dakota,Moody,162,9
46102,South Dakota,Oglala Lakota,249,5
46103,South Dakota,Pennington,1586,6
46105,South Dakota,Perkins,65,10
46107,South Dakota,Potter,34,7
46109,South Dakota,Roberts,297,10
46111,South Dakota,Sanborn,50,8
46115,South Dakota,Spink,114,8
46117,South Dakota,Stanley,46,6
46119,South Dakota,Sully,28,9
46121,South Dakota,Todd,289,7
46123,South Dakota,Tripp,122,10
46125,South Dakota,Turner,131,6
46127,South Dakota,Union,193,5
46129,South Dakota,Walworth,98,7
46135,South Dakota,Yankton,285,6
46137,South Dakota,Ziebach,69,9
47000,Tennessee,,78797,5
47001,Tennessee,Anderson,735,4
47003,Tennessee,Bedford,755,6
47005,Tennessee,Benton,168,5
47007,Tennessee,Bledsoe,169,7
47009,Tennessee,Blount,1307,5
47011,Tennessee,Bradley,1325,6
47013,Tennessee,Campbell,416,5
47015,Tennessee,Cannon,180,6
47017,Tennessee,Carroll,293,5
47019,Tennessee,Carter,519,5
47021,Tennessee,Cheatham,513,5
47023,Tennessee,Chester,213,5
47025,Tennessee,Claiborne,288,5
47027,Tennessee,Clay,89,6
47029,Tennessee,Cocke,293,4
47031,Tennessee,Coffee,715,5
47033,Tennessee,Crockett,227,7
47035,Tennessee,Cumberland,540,5
47037,Tennessee,Davidson,8845,6
47039,Tennessee,Decatur,155,6
47041,Tennessee,DeKalb,286,6
47043,Tennessee,Dickson,612,5
47045,Tennessee,Dyer,418,5
47047,Tennessee,Fayette,388,5
47049,Tennessee,Fentress,217,6
47051,Tennessee,Franklin,460,5
47053,Tennessee,Gibson,578,5
47055,Tennessee,Giles,338,5
47057,Tennessee,Grainger,288,6
47059,Tennessee,Greene,683,5
47061,Tennessee,Grundy,154,5
47063,Tennessee,Hamblen,813,5
47065,Tennessee,Hamilton,3586,5
47067,Tennessee,Hancock,66,5
47069,Tennessee,Hardeman,257,5
47071,Tennessee,Hardin,321,6
47073,Tennessee,Hawkins,480,4
47075,Tennessee,Haywood,170,4
47077,Tennessee,Henderson,315,5
47079,Tennessee,Henry,345,5
47081,Tennessee,Hickman,315,6
47083,Tennessee,Houston,99,5
47085,Tennessee,Humphreys,219,5
47087,Tennessee,Jackson,125,6
47089,Tennessee,Jefferson,588,5
47091,Tennessee,Johnson,159,5
47093,Tennessee,Knox,4331,4
47095,Tennessee,Lake,47,5
47097,Tennessee,Lauderdale,257,4
47099,Tennessee,Lawrence,648,6
47101,Tennessee,Lewis,129,5
47103,Tennessee,Lincoln,419,5
47105,Tennessee,Loudon,660,6
47107,Tennessee,McMinn,572,5
47109,Tennessee,McNairy,310,5
47111,Tennessee,Macon,350,6
47113,Tennessee,Madison,1016,5
47115,Tennessee,Marion,284,5
47117,Tennessee,Marshall,399,5
47119,Tennessee,Maury,1139,5
47121,Tennessee,Meigs,155,6
47123,Tennessee,Monroe,558,6
47125,Tennessee,Montgomery,2107,4
47127,Tennessee,Moore,65,5
47129,Tennessee,Morgan,248,6
47131,Tennessee,Obion,346,5
47133,Tennessee,Overton,245,5
47135,Tennessee,Perry,103,6
47137,Tennessee,Pickett,57,6
47139,Tennessee,Polk,199,6
47141,Tennessee,Putnam,934,5
47143,Tennessee,Rhea,426,6
47145,Tennessee,Roane,434,4
47147,Tennessee,Robertson,1032,6
47149,Tennessee,Rutherford,4142,5
47151,Tennessee,Scott,253,5
47153,Tennessee,Sequatchie,159,5
47155,Tennessee,Sevier,1372,7
47157,Tennessee,Shelby,13240,6
47159,Tennessee,Smith,228,5
47161,Tennessee,Stewart,192,7
47163,Tennessee,Sullivan,1281,4
47165,Tennessee,Sumner,2169,5
47167,Tennessee,Tipton,761,5
47169,Tennessee,Trousdale,107,5
47171,Tennessee,Unicoi,167,5
47173,Tennessee,Union,242,6
47175,Tennessee,Van Buren,63,6
47177,Tennessee,Warren,774,8
47179,Tennessee,Washington,1094,4
47181,Tennessee,Wayne,164,6
47183,Tennessee,Weakley,351,5
47185,Tennessee,White,355,6
47187,Tennessee,Williamson,2605,4
47189,Tennessee,Wilson,1583,5
48000,Texas,,855304,11
48001,Texas,Anderson,1293,11
48003,Texas,Andrews,784,13
48005,Texas,Angelina,2670,12
48007,Texas,Aransas,668,15
48009,Texas,Archer,233,12
48011,Texas,Armstrong,60,13
48013,Texas,Atascosa,1607,11
48015,Texas,Austin,894,12
48017,Texas,Bailey,397,18
48019,Texas,Bandera,579,15
48021,Texas,Bastrop,3089,13
48023,Texas,Baylor,104,12
48025,Texas,Bee,651,9
48027,Texas,Bell,6828,7
48029,Texas,Bexar,44973,9
48031,Texas,Blanco,406,18
48033,Texas,Borden,13,9
48035,Texas,Bosque,652,16
48037,Texas,Bowie,2031,9
48039,Texas,Brazoria,11001,11
48041,Texas,Brazos,5375,11
48043,Texas,Brewster,211,12
48045,Texas,Briscoe,61,20
48047,Texas,Brooks,149,7
48049,Texas,Brown,850,10
48051,Texas,Burleson,559,13
48053,Texas,Burnet,1426,13
48055,Texas,Caldwell,1266,12
48057,Texas,Calhoun,611,11
48059,Texas,Callahan,361,11
48061,Texas,Cameron,18505,14
48063,Texas,Camp,405,11
48065,Texas,Carson,186,12
48067,Texas,Cass,698,10
48069,Texas,Castro,357,16
48071,Texas,Chambers,1245,10
48073,Texas,Cherokee,1755,13
48075,Texas,Childress,180,12
48077,Texas,Clay,291,13
48079,Texas,Cochran,121,16
48081,Texas,Coke,92,12
48083,Texas,Coleman,263,14
48085,Texas,Collin,23223,8
48087,Texas,Collingsworth,166,21
48089,Texas,Colorado,740,15
48091,Texas,Comal,3700,10
48093,Texas,Comanche,529,17
48095,Texas,Concho,78,15
48097,Texas,Cooke,1123,11
48099,Texas,Coryell,1359,8
48101,Texas,Cottle,58,18
48103,Texas,Crane,194,13
48105,Texas,Crockett,116,13
48107,Texas,Crosby,175,11
48109,Texas,Culberson,76,15
48111,Texas,Dallam,477,20
48113,Texas,Dallas,102076,14
48115,Texas,Dawson,469,14
48117,Texas,Deaf Smith,941,16
48119,Texas,Delta,147,11
48121,Texas,Denton,17611,8
48123,Texas,DeWitt,506,11
48125,Texas,Dickens,68,15
48127,Texas,Dimmit,298,10
48129,Texas,Donley,91,14
48131,Texas,Duval,281,10
48133,Texas,Eastland,545,13
48135,Texas,Ector,6773,13
48137,Texas,Edwards,73,16
48139,Texas,Ellis,6757,13
48141,Texas,El Paso,24362,10
48143,Texas,Erath,1144,13
48145,Texas,Falls,444,12
48147,Texas,Fannin,968,12
48149,Texas,Fayette,774,14
48151,Texas,Fisher,134,16
48153,Texas,Floyd,188,12
48155,Texas,Foard,41,16
48157,Texas,Fort Bend,18645,8
48159,Texas,Franklin,281,11
48161,Texas,Freestone,608,13
48163,Texas,Frio,483,10
48165,Texas,Gaines,1887,24
48167,Texas,Galveston,9010,11
48169,Texas,Garza,142,13
48171,Texas,Gillespie,950,17
48173,Texas,Glasscock,66,17
48175,Texas,Goliad,196,12
48177,Texas,Gonzales,841,15
48179,Texas,Gray,749,13
48181,Texas,Grayson,4372,13
48183,Texas,Gregg,3750,11
48185,Texas,Grimes,951,14
48187,Texas,Guadalupe,3465,8
48189,Texas,Hale,1068,11
48191,Texas,Hall,104,15
48193,Texas,Hamilton,285,15
48195,Texas,Hansford,332,20
48197,Texas,Hardeman,149,17
48199,Texas,Hardin,1302,9
48201,Texas,Harris,159305,12
48203,Texas,Harrison,1999,12
48205,Texas,Hartley,237,19
48207,Texas,Haskell,167,15
48209,Texas,Hays,5921,11
48211,Texas,Hemphill,232,19
48213,Texas,Henderson,2247,12
48215,Texas,Hidalgo,38973,14
48217,Texas,Hill,1132,13
48219,Texas,Hockley,766,12
48221,Texas,Hood,1383,10
48223,Texas,Hopkins,1275,14
48225,Texas,Houston,549,12
48227,Texas,Howard,868,11
48229,Texas,Hudspeth,165,16
48231,Texas,Hunt,2677,11
48233,Texas,Hutchinson,620,11
48235,Texas,Irion,35,10
48237,Texas,Jack,291,15
48239,Texas,Jackson,470,12
48241,Texas,Jasper,865,10
48243,Texas,Jeff Davis,20,19
48245,Texas,Jefferson,6328,10
48247,Texas,Jim Hogg,154,9
48249,Texas,Jim Wells,1208,10
48251,Texas,Johnson,5430,12
48253,Texas,Jones,383,11
48255,Texas,Karnes,459,13
48257,Texas,Kaufman,3697,10
48259,Texas,Kendall,1273,11
48261,Texas,Kenedy,21,16
48263,Texas,Kent,18,12
48265,Texas,Kerr,1358,13
48267,Texas,Kimble,98,12
48269,Texas,King,12,16
48271,Texas,Kinney,78,10
48273,Texas,Kleberg,731,9
48275,Texas,Knox,178,18
48277,Texas,Lamar,1380,11
48279,Texas,Lamb,554,15
48281,Texas,Lampasas,553,11
48283,Texas,La Salle,110,7
48285,Texas,Lavaca,578,12
48287,Texas,Lee,449,12
48289,Texas,Leon,798,20
48291,Texas,Liberty,2784,12
48293,Texas,Limestone,682,13
48295,Texas,Lipscomb,215,24
48297,Texas,Live Oak,382,15
48299,Texas,Llano,457,13
48301,Texas,Loving,8,13
48303,Texas,Lubbock,6626,9
48305,Texas,Lynn,213,13
48307,Texas,McCulloch,220,12
48309,Texas,McLennan,6791,11
48311,Texas,McMullen,16,11
48313,Texas,Madison,380,12
48315,Texas,Marion,202,11
48317,Texas,Martin,266,14
48319,Texas,Mason,214,23
48321,Texas,Matagorda,1253,13
48323,Texas,Maverick,2229,12
48325,Texas,Medina,1470,12
48327,Texas,Menard,82,21
48329,Texas,Midland,6101,12
48331,Texas,Milam,682,11
48333,Texas,Mills,181,18
48335,Texas,Mitchell,225,12
48337,Texas,Montague,667,14
48339,Texas,Montgomery,17720,11
48341,Texas,Moore,1073,15
48343,Texas,Morris,289,10
48345,Texas,Motley,35,14
48347,Texas,Nacogdoches,1804,12
48349,Texas,Navarro,1562,12
48351,Texas,Newton,347,12
48353,Texas,Nolan,417,10
48355,Texas,Nueces,9671,10
48357,Texas,Ochiltree,573,18
48359,Texas,Oldham,31,10
48361,Texas,Orange,2050,10
48363,Texas,Palo Pinto,1008,15
48365,Texas,Panola,676,12
48367,Texas,Parker,4202,12
48369,Texas,Parmer,570,20
48371,Texas,Pecos,547,14
48373,Texas,Polk,1316,13
48375,Texas,Potter,4073,12
48377,Texas,Presidio,321,17
48379,Texas,Rains,374,15
48381,Texas,Randall,2631,8
48383,Texas,Reagan,159,14
48385,Texas,Real,84,14
48387,Texas,Red River,257,10
48389,Texas,Reeves,444,12
48391,Texas,Refugio,166,10
48393,Texas,Roberts,27,11
48395,Texas,Robertson,538,13
48397,Texas,Rockwall,2861,10
48399,Texas,Runnels,273,11
48401,Texas,Rusk,1654,13
48403,Texas,Sabine,261,13
48405,Texas,San Augustine,186,11
48407,Texas,San Jacinto,917,14
48409,Texas,San Patricio,1627,9
48411,Texas,San Saba,223,18
48413,Texas,Schleicher,161,21
48415,Texas,Scurry,520,12
48417,Texas,Shackelford,133,17
48419,Texas,Shelby,1001,15
48421,Texas,Sherman,206,23
48423,Texas,Smith,7278,12
48425,Texas,Somervell,274,13
48427,Texas,Starr,3110,14
48429,Texas,Stephens,288,14
48431,Texas,Sterling,54,14
48433,Texas,Stonewall,51,16
48435,Texas,Sutton,122,13
48437,Texas,Swisher,250,13
48439,Texas,Tarrant,60367,11
48441,Texas,Taylor,3216,9
48443,Texas,Terrell,26,15
48445,Texas,Terry,496,14
48447,Texas,Throckmorton,62,20
48449,Texas,Titus,1048,11
48451,Texas,Tom Green,3049,10
48453,Texas,Travis,22753,8
48455,Texas,Trinity,392,13
48457,Texas,Tyler,440,10
48459,Texas,Upshur,1345,13
48461,Texas,Upton,145,13
48463,Texas,Uvalde,922,12
48465,Texas,Val Verde,1631,11
48467,Texas,Van Zandt,1765,13
48469,Texas,Victoria,2580,11
48471,Texas,Walker,1160,10
48473,Texas,Waller,1950,15
48475,Texas,Ward,446,13
48477,Texas,Washington,1092,14
48479,Texas,Webb,12072,13
48481,Texas,Wharton,1613,15
48483,Texas,Wheeler,258,19
48485,Texas,Wichita,2653,9
48487,Texas,Wilbarger,333,11
48489,Texas,Willacy,463,9
48491,Texas,Williamson,12862,8
48493,Texas,Wilson,1321,10
48495,Texas,Winkler,318,13
48497,Texas,Wise,2410,14
48499,Texas,Wood,1136,13
48501,Texas,Yoakum,435,15
48503,Texas,Young,642,14
48505,Texas,Zapata,567,12
48507,Texas,Zavala,289,8
49000,Utah,,69500,7
49001,Utah,Beaver,175,8
49003,Utah,Box Elder,1149,6
49005,Utah,Cache,2425,6
49007,Utah,Carbon,333,6
49009,Utah,Daggett,17,7
49011,Utah,Davis,5210,4
49013,Utah,Duchesne,776,11
49015,Utah,Emery,184,6
49017,Utah,Garfield,127,11
49019,Utah,Grand,168,8
49021,Utah,Iron,1185,8
49023,Utah,Juab,318,8
49025,Utah,Kane,137,7
49027,Utah,Millard,464,11
49029,Utah,Morgan,250,6
49031,Utah,Piute,34,11
49033,Utah,Rich,63,9
49035,Utah,Salt Lake,25710,8
49037,Utah,San Juan,452,9
49039,Utah,Sanpete,694,9
49041,Utah,Sevier,491,8
49043,Utah,Summit,949,9
49045,Utah,Tooele,1681,7
49047,Utah,Uintah,1297,11
49049,Utah,Utah,13892,6
49051,Utah,Wasatch,991,9
49053,Utah,Washington,4710,10
49055,Utah,Wayne,71,10
49057,Utah,Weber,5547,7
50000,Vermont,,1861,2
50001,Vermont,Addison,103,2
50003,Vermont,Bennington,120,2
50005,Vermont,Caledonia,86,1
50007,Vermont,Chittenden,426,1
50009,Vermont,Essex,22,2
50011,Vermont,Franklin,152,1
50013,Vermont,Grand Isle,25,2
50015,Vermont,Lamoille,98,2
50017,Vermont,Orange,91,2
50019,Vermont,Orleans,98,2
50021,Vermont,Rutland,152,1
50023,Vermont,Washington,176,2
50025,Vermont,Windham,126,2
50027,Vermont,Windsor,186,2
51000,Virginia,,95977,5
51001,Virginia,Accomack,577,9
51003,Virginia,Albemarle,1214,5
51005,Virginia,Alleghany,147,5
51007,Virginia,Amelia,218,8
51009,Virginia,Amherst,373,6
51011,Virginia,Appomattox,221,6
51013,Virginia,Arlington,1608,4
51015,Virginia,Augusta,783,5
51017,Virginia,Bath,45,7
51019,Virginia,Bedford,839,5
51021,Virginia,Bland,52,5
51023,Virginia,Botetourt,300,5
51025,Virginia,Brunswick,157,6
51027,Virginia,Buchanan,224,6
51029,Virginia,Buckingham,217,7
51031,Virginia,Campbell,607,5
51033,Virginia,Caroline,425,6
51035,Virginia,Carroll,350,6
51036,Virginia,Charles City,93,9
51037,Virginia,Charlotte,183,7
51041,Virginia,Chesterfield,4180,5
51043,Virginia,Clarke,205,7
51045,Virginia,Craig,46,5
51047,Virginia,Culpeper,867,7
51049,Virginia,Cumberland,114,6
51051,Virginia,Dickenson,170,6
51053,Virginia,Dinwiddie,327,6
51057,Virginia,Essex,121,6
51059,Virginia,Fairfax,12998,5
51061,Virginia,Fauquier,998,6
51063,Virginia,Floyd,241,7
51065,Virginia,Fluvanna,319,6
51067,Virginia,Franklin,712,6
51069,Virginia,Frederick,1242,6
51071,Virginia,Giles,168,5
51073,Virginia,Gloucester,395,5
51075,Virginia,Goochland,239,6
51077,Virginia,Grayson,173,6
51079,Virginia,Greene,311,6
51081,Virginia,Greensville,100,5
51083,Virginia,Halifax,373,5
51085,Virginia,Hanover,1012,4
51087,Virginia,Henrico,3442,4
51089,Virginia,Henry,513,5
51091,Virginia,Highland,35,12
51093,Virginia,Isle of Wight,459,6
51095,Virginia,James City,734,5
51097,Virginia,King and Queen,95,7
51099,Virginia,King George,287,4
51101,Virginia,King William,215,5
51103,Virginia,Lancaster,139,8
51105,Virginia,Lee,292,6
51107,Virginia,Loudoun,4316,4
51109,Virginia,Louisa,540,7
51111,Virginia,Lunenburg,179,8
51113,Virginia,Madison,193,7
51115,Virginia,Mathews,85,6
51117,Virginia,Mecklenburg,316,5
51119,Virginia,Middlesex,125,7
51121,Virginia,Montgomery,827,5
51125,Virginia,Nelson,218,8
51127,Virginia,New Kent,282,6
51131,Virginia,Northampton,197,8
51133,Virginia,Northumberland,130,7
51135,Virginia,Nottoway,215,7
51137,Virginia,Orange,478,6
51139,Virginia,Page,329,7
51141,Virginia,Patrick,223,7
51143,Virginia,Pittsylvania,633,5
51145,Virginia,Powhatan,338,6
51147,Virginia,Prince Edward,221,6
51149,Virginia,Prince George,402,5
51153,Virginia,Prince William,7062,5
51155,Virginia,Pulaski,289,5
51157,Virginia,Rappahannock,104,8
51159,Virginia,Richmond,108,7
51161,Virginia,Roanoke,819,4
51163,Virginia,Rockbridge,254,6
51165,Virginia,Rockingham,1282,7
51167,Virginia,Russell,289,6
51169,Virginia,Scott,185,5
51171,Virginia,Shenandoah,591,6
51173,Virginia,Smyth,283,5
51175,Virginia,Southampton,197,6
51177,Virginia,Spotsylvania,1850,5
51179,Virginia,Stafford,2060,5
51181,Virginia,Surry,63,6
51183,Virginia,Sussex,126,7
51185,Virginia,Tazewell,439,5
51187,Virginia,Warren,596,7
51191,Virginia,Washington,557,5
51193,Virginia,Westmoreland,211,6
51195,Virginia,Wise,368,5
51197,Virginia,Wythe,329,6
51199,Virginia,York,684,4
51510,Virginia,Alexandria City,1817,6
51520,Virginia,Bristol City,128,4
51530,Virginia,Buena Vista City,37,3
51540,Virginia,Charlottesville City,474,6
51550,Virginia,Chesapeake City,2513,4
51570,Virginia,Colonial Heights City,191,4
51580,Virginia,Covington City,38,4
51590,Virginia,Danville City,372,4
51595,Virginia,Emporia City,36,3
51600,Virginia,Fairfax City,341,5
51610,Virginia,Falls Church City,91,2
51620,Virginia,Franklin City,66,3
51630,Virginia,Fredericksburg City,336,5
51640,Virginia,Galax City,91,6
51650,Virginia,Hampton City,1039,4
51660,Virginia,Harrisonburg City,553,6
51670,Virginia,Hopewell City,248,4
51678,Virginia,Lexington City,32,5
51680,Virginia,Lynchburg City,677,4
51683,Virginia,Manassas City,877,8
51685,Virginia,Manassas Park City,281,7
51690,Virginia,Martinsville City,128,4
51700,Virginia,Newport News City,1855,4
51710,Virginia,Norfolk City,2749,6
51720,Virginia,Norton City,31,4
51730,Virginia,Petersburg City,292,4
51735,Virginia,Poquoson City,90,3
51740,Virginia,Portsmouth City,822,4
51750,Virginia,Radford City,89,4
